July 2020 Contiguous U.S. County Average Temperature
Units: Degrees Fahrenheit
Missing: -99
"Location ID","Location","Value","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean"
AR-107,"Phillips County",82.6,97,1.2,81.4
AR-109,"Pike County",80.9,74,0.5,80.4
AR-111,"Poinsett County",82.9,111,2.0,80.9
AR-113,"Polk County",79.2,83,0.7,78.5
AR-115,"Pope County",80.3,85,0.8,79.5
AR-117,"Prairie County",82.0,79,0.5,81.5
AR-119,"Pulaski County",82.0,81,0.7,81.3
AR-121,"Randolph County",81.8,112,2.4,79.4
AR-123,"St. Francis County",82.6,98,1.2,81.4
AR-125,"Saline County",81.7,83,0.8,80.9
AR-127,"Scott County",80.6,89,1.0,79.6
AR-129,"Searcy County",78.6,89,1.1,77.5
AR-131,"Sebastian County",82.1,92,1.3,80.8
AR-133,"Sevier County",81.6,82,0.9,80.7
AR-135,"Sharp County",80.2,103,1.7,78.5
AR-137,"Stone County",79.1,88,0.9,78.2
AR-139,"Union County",82.4,91,0.9,81.5
AR-141,"Van Buren County",79.6,90,1.1,78.5
AR-143,"Washington County",79.3,101,1.7,77.6
AR-145,"White County",81.9,97,1.3,80.6
AR-147,"Woodruff County",82.2,94,1.0,81.2
AR-149,"Yell County",81.4,79,0.6,80.8
CA-001,"Alameda County",70.9,105,1.8,69.1
CA-003,"Alpine County",62.6,87,1.4,61.2
CA-005,"Amador County",76.3,100,2.2,74.1
CA-007,"Butte County",77.9,97,1.6,76.3
CA-009,"Calaveras County",76.6,95,1.8,74.8
CA-011,"Colusa County",79.6,102,1.9,77.7
CA-013,"Contra Costa County",72.0,95,1.3,70.7
CA-015,"Del Norte County",66.9,109,2.5,64.4
CA-017,"El Dorado County",72.5,96,1.8,70.7
CA-019,"Fresno County",74.2,98,1.9,72.3
CA-021,"Glenn County",79.2,98,1.8,77.4
CA-023,"Humboldt County",68.0,104,2.3,65.7
CA-025,"Imperial County",94.5,118,2.8,91.7
CA-027,"Inyo County",83.2,102,2.3,80.9
CA-029,"Kern County",80.9,86,1.3,79.6
CA-031,"Kings County",81.7,84,1.0,80.7
CA-033,"Lake County",75.2,105,2.0,73.2
CA-035,"Lassen County",68.4,104,2.4,66
CA-037,"Los Angeles County",75.6,92,1.4,74.2
CA-039,"Madera County",75.1,98,1.9,73.2
CA-041,"Marin County",61.9,98,1.3,60.6
CA-043,"Mariposa County",74.4,99,2.0,72.4
CA-045,"Mendocino County",69.3,94,1.4,67.9
CA-047,"Merced County",79.0,95,1.5,77.5
CA-049,"Modoc County",67.7,97,2.2,65.5
CA-051,"Mono County",65.0,106,2.3,62.7
CA-053,"Monterey County",69.6,88,1.0,68.6
CA-055,"Napa County",73.1,104,1.3,71.8
CA-057,"Nevada County",71.0,101,2.2,68.8
CA-059,"Orange County",72.8,100,1.6,71.2
CA-061,"Placer County",72.1,101,2.0,70.1
CA-063,"Plumas County",67.0,98,2.1,64.9
CA-065,"Riverside County",87.4,107,2.2,85.2
CA-067,"Sacramento County",77.8,101,1.8,76
CA-069,"San Benito County",74.3,107,2.3,72
CA-071,"San Bernardino County",88.0,99,2.0,86
CA-073,"San Diego County",76.5,96,1.7,74.8
CA-075,"San Francisco County",62.0,97,1.3,60.7
CA-077,"San Joaquin County",77.3,103,1.6,75.7
CA-079,"San Luis Obispo County",71.6,78,0.6,71
CA-081,"San Mateo County",63.7,104,1.9,61.8
CA-083,"Santa Barbara County",68.7,97,1.5,67.2
CA-085,"Santa Clara County",70.9,107,2.1,68.8
CA-087,"Santa Cruz County",65.3,107,2.0,63.3
CA-089,"Shasta County",75.7,109,3.0,72.7
CA-091,"Sierra County",66.1,101,2.1,64
CA-093,"Siskiyou County",68.6,99,2.6,66
CA-095,"Solano County",73.7,94,1.1,72.6
CA-097,"Sonoma County",66.8,100,1.3,65.5
CA-099,"Stanislaus County",77.8,96,1.5,76.3
CA-101,"Sutter County",79.9,97,1.7,78.2
CA-103,"Tehama County",78.5,100,2.1,76.4
CA-105,"Trinity County",72.3,111,3.2,69.1
CA-107,"Tulare County",73.3,93,1.7,71.6
CA-109,"Tuolumne County",68.8,90,1.7,67.1
CA-111,"Ventura County",70.1,93,1.6,68.5
CA-113,"Yolo County",77.6,92,1.0,76.6
CA-115,"Yuba County",78.5,97,1.8,76.7
CO-001,"Adams County",75.5,114,3.1,72.4
CO-003,"Alamosa County",65.7,108,1.9,63.8
CO-005,"Arapahoe County",74.6,110,3.0,71.6
CO-007,"Archuleta County",66.0,116,2.3,63.7
CO-009,"Baca County",77.7,91,1.2,76.5
CO-011,"Bent County",78.8,98,1.8,77
CO-013,"Boulder County",66.9,104,2.0,64.9
CO-014,"Broomfield County",74.4,103,2.4,72
CO-015,"Chaffee County",58.7,90,1.2,57.5
CO-017,"Cheyenne County",76.6,95,1.6,75
CO-019,"Clear Creek County",58.2,102,1.9,56.3
CO-021,"Conejos County",62.0,113,1.9,60.1
CO-023,"Costilla County",63.9,118,2.5,61.4
CO-025,"Crowley County",76.8,99,2.0,74.8
CO-027,"Custer County",62.8,111,2.3,60.5
CO-029,"Delta County",70.3,106,2.4,67.9
CO-031,"Denver County",75.1,109,2.6,72.5
CO-033,"Dolores County",65.0,114,2.7,62.3
CO-035,"Douglas County",69.2,92,1.5,67.7
CO-037,"Eagle County",61.4,95,1.6,59.8
CO-039,"Elbert County",72.7,114,3.1,69.6
CO-041,"El Paso County",71.4,111,2.7,68.7
CO-043,"Fremont County",67.6,109,2.1,65.5
CO-045,"Garfield County",67.2,108,2.6,64.6
CO-047,"Gilpin County",60.3,100,1.7,58.6
CO-049,"Grand County",59.4,103,1.9,57.5
CO-051,"Gunnison County",60.1,100,1.5,58.6
CO-053,"Hinsdale County",56.4,115,2.7,53.7
CO-055,"Huerfano County",69.1,114,2.7,66.4
CO-057,"Jackson County",59.0,103,1.8,57.2
CO-059,"Jefferson County",68.1,99,1.8,66.3
CO-061,"Kiowa County",77.5,91,1.3,76.2
CO-063,"Kit Carson County",76.2,99,2.0,74.2
CO-065,"Lake County",54.9,88,1.1,53.8
CO-067,"La Plata County",66.9,115,2.6,64.3
CO-069,"Larimer County",65.1,108,2.8,62.3
CO-071,"Las Animas County",73.8,108,2.0,71.8
CO-073,"Lincoln County",75.3,112,3.0,72.3
CO-075,"Logan County",75.8,93,2.0,73.8
CO-077,"Mesa County",72.0,113,2.9,69.1
CO-079,"Mineral County",57.1,112,2.0,55.1
CO-081,"Moffat County",69.5,104,2.8,66.7
CO-083,"Montezuma County",71.8,107,2.3,69.5
CO-085,"Montrose County",71.3,112,2.9,68.4
CO-087,"Morgan County",75.8,106,3.1,72.7
CO-089,"Otero County",77.8,99,1.8,76
CO-091,"Ouray County",63.7,115,3.4,60.3
CO-093,"Park County",59.3,96,1.6,57.7
CO-095,"Phillips County",76.1,91,1.8,74.3
CO-097,"Pitkin County",59.4,103,1.9,57.5
CO-099,"Prowers County",78.5,86,1.0,77.5
CO-101,"Pueblo County",76.3,109,2.5,73.8
CO-103,"Rio Blanco County",69.0,108,2.8,66.2
CO-105,"Rio Grande County",61.4,118,2.2,59.2
CO-107,"Routt County",62.7,102,1.8,60.9
CO-109,"Saguache County",60.9,99,1.4,59.5
CO-111,"San Juan County",54.4,114,3.1,51.3
CO-113,"San Miguel County",67.2,112,2.9,64.3
CO-115,"Sedgwick County",75.8,88,1.5,74.3
CO-117,"Summit County",56.6,93,1.5,55.1
CO-119,"Teller County",61.2,98,1.8,59.4
CO-121,"Washington County",75.8,104,2.6,73.2
CO-123,"Weld County",74.4,107,3.0,71.4
CO-125,"Yuma County",76.9,98,2.3,74.6
CT-001,"Fairfield County",77.3,126,5.5,71.8
CT-003,"Hartford County",76.5,125,4.9,71.6
CT-005,"Litchfield County",74.4,126,5.6,68.8
CT-007,"Middlesex County",76.1,125,4.8,71.3
CT-009,"New Haven County",76.6,125,5.1,71.5
CT-011,"New London County",75.3,125,4.7,70.6
CT-013,"Tolland County",74.7,125,4.7,70
CT-015,"Windham County",74.6,124,4.5,70.1
DE-001,"Kent County",80.6,124,5.2,75.4
DE-003,"New Castle County",79.9,123,4.6,75.3
DE-005,"Sussex County",81.3,125,5.6,75.7
FL-001,"Alachua County",82.6,120,1.8,80.8
FL-003,"Baker County",81.4,98,0.9,80.5
FL-005,"Bay County",82.5,106,1.4,81.1
FL-007,"Bradford County",82.1,112,1.5,80.6
FL-009,"Brevard County",83.0,122,2.1,80.9
FL-011,"Broward County",83.7,120,2.3,81.4
FL-013,"Calhoun County",82.1,102,1.3,80.8
FL-015,"Charlotte County",84.5,126,2.9,81.6
FL-017,"Citrus County",83.2,124,2.6,80.6
FL-019,"Clay County",83.0,121,2.3,80.7
FL-021,"Collier County",83.8,121,1.8,82
FL-023,"Columbia County",81.4,93,0.8,80.6
FL-027,"DeSoto County",83.4,125,2.4,81
FL-029,"Dixie County",82.6,120,2.0,80.6
FL-031,"Duval County",82.8,117,1.9,80.9
FL-033,"Escambia County",81.8,83,0.5,81.3
FL-035,"Flagler County",83.3,124,2.6,80.7
FL-037,"Franklin County",82.4,104,1.3,81.1
FL-039,"Gadsden County",82.0,105,1.4,80.6
FL-041,"Gilchrist County",82.3,119,1.9,80.4
FL-043,"Glades County",83.3,121,2.2,81.1
FL-045,"Gulf County",82.0,106,1.4,80.6
FL-047,"Hamilton County",81.8,107,1.1,80.7
FL-049,"Hardee County",83.3,123,2.5,80.8
FL-051,"Hendry County",83.4,121,2.1,81.3
FL-053,"Hernando County",83.4,125,3.0,80.4
FL-055,"Highlands County",83.2,121,2.3,80.9
FL-057,"Hillsborough County",84.3,126,3.4,80.9
FL-059,"Holmes County",82.1,96,1.1,81
FL-061,"Indian River County",83.1,122,2.7,80.4
FL-063,"Jackson County",82.3,89,0.9,81.4
FL-065,"Jefferson County",82.2,110,1.5,80.7
FL-067,"Lafayette County",82.2,118,1.7,80.5
FL-069,"Lake County",83.5,124,2.6,80.9
FL-071,"Lee County",84.6,126,2.7,81.9
FL-073,"Leon County",82.2,105,1.4,80.8
FL-075,"Levy County",82.9,120,2.5,80.4
FL-077,"Liberty County",82.0,106,1.4,80.6
FL-079,"Madison County",82.1,115,1.6,80.5
FL-081,"Manatee County",84.1,126,3.2,80.9
FL-083,"Marion County",82.8,120,2.1,80.7
FL-085,"Martin County",83.9,123,3.0,80.9
FL-086,"Miami-Dade County",84.2,123,2.7,81.5
FL-087,"Monroe County",84.8,123,2.6,82.2
FL-089,"Nassau County",82.5,109,1.6,80.9
FL-091,"Okaloosa County",82.1,100,1.0,81.1
FL-093,"Okeechobee County",83.4,124,2.6,80.8
FL-095,"Orange County",83.6,122,2.2,81.4
FL-097,"Osceola County",83.5,122,2.3,81.2
FL-099,"Palm Beach County",83.3,119,2.2,81.1
FL-101,"Pasco County",83.7,125,3.2,80.5
FL-103,"Pinellas County",85.2,126,3.5,81.7
FL-105,"Polk County",83.7,123,2.6,81.1
FL-107,"Putnam County",83.6,124,2.7,80.9
FL-109,"St. Johns County",83.5,124,2.9,80.6
FL-111,"St. Lucie County",83.6,123,2.8,80.8
FL-113,"Santa Rosa County",81.7,77,0.3,81.4
FL-115,"Sarasota County",84.4,126,3.0,81.4
FL-117,"Seminole County",83.7,122,2.2,81.5
FL-119,"Sumter County",83.1,124,2.6,80.5
FL-121,"Suwannee County",82.0,112,1.4,80.6
FL-123,"Taylor County",82.6,118,1.8,80.8
FL-125,"Union County",81.6,104,1.0,80.6
FL-127,"Volusia County",83.1,120,2.0,81.1
FL-129,"Wakulla County",82.5,110,1.4,81.1
FL-131,"Walton County",82.0,103,1.2,80.8
FL-133,"Washington County",82.2,96,1.1,81.1
GA-001,"Appling County",83.4,119,2.2,81.2
GA-003,"Atkinson County",82.7,116,1.8,80.9
GA-005,"Bacon County",83.4,120,2.3,81.1
GA-007,"Baker County",82.0,95,0.9,81.1
GA-009,"Baldwin County",82.9,112,2.3,80.6
GA-011,"Banks County",80.4,104,1.8,78.6
GA-013,"Barrow County",80.4,104,1.7,78.7
GA-015,"Bartow County",79.8,97,1.0,78.8
GA-017,"Ben Hill County",82.3,111,1.7,80.6
GA-019,"Berrien County",81.6,90,0.9,80.7
GA-021,"Bibb County",82.7,118,2.5,80.2
GA-023,"Bleckley County",82.0,95,1.1,80.9
GA-025,"Brantley County",82.6,114,2.2,80.4
GA-027,"Brooks County",81.1,88,0.8,80.3
GA-029,"Bryan County",84.1,122,2.8,81.3
GA-031,"Bulloch County",83.4,116,2.6,80.8
GA-033,"Burke County",83.0,119,2.9,80.1
GA-035,"Butts County",82.2,119,2.9,79.3
GA-037,"Calhoun County",81.7,94,1.0,80.7
GA-039,"Camden County",82.8,115,1.9,80.9
GA-043,"Candler County",83.2,116,2.3,80.9
GA-045,"Carroll County",79.7,111,2.4,77.3
GA-047,"Catoosa County",81.0,116,2.8,78.2
GA-049,"Charlton County",82.1,107,1.5,80.6
GA-051,"Chatham County",84.2,122,2.9,81.3
GA-053,"Chattahoochee County",81.1,98,0.9,80.2
GA-055,"Chattooga County",79.9,98,1.3,78.6
GA-057,"Cherokee County",78.9,97,1.0,77.9
GA-059,"Clarke County",81.0,106,1.8,79.2
GA-061,"Clay County",81.1,76,0.4,80.7
GA-063,"Clayton County",80.7,104,1.7,79
GA-065,"Clinch County",81.9,102,1.2,80.7
GA-067,"Cobb County",80.2,102,1.8,78.4
GA-069,"Coffee County",83.0,120,2.1,80.9
GA-071,"Colquitt County",80.9,83,0.7,80.2
GA-073,"Columbia County",82.5,115,2.3,80.2
GA-075,"Cook County",81.0,84,0.6,80.4
GA-077,"Coweta County",80.6,109,2.2,78.4
GA-079,"Crawford County",81.9,114,2.1,79.8
GA-081,"Crisp County",82.1,111,1.9,80.2
GA-083,"Dade County",78.8,108,1.8,77
GA-085,"Dawson County",77.0,94,0.9,76.1
GA-087,"Decatur County",82.1,100,1.1,81
GA-089,"DeKalb County",80.5,106,1.8,78.7
GA-091,"Dodge County",81.5,79,0.5,81
GA-093,"Dooly County",82.1,109,1.7,80.4
GA-095,"Dougherty County",82.1,94,1.1,81
GA-097,"Douglas County",80.2,111,2.3,77.9
GA-099,"Early County",81.8,89,0.8,81
GA-101,"Echols County",81.5,93,0.9,80.6
GA-103,"Effingham County",83.5,120,2.7,80.8
GA-105,"Elbert County",81.4,108,2.1,79.3
GA-107,"Emanuel County",82.6,112,1.9,80.7
GA-109,"Evans County",83.6,116,2.3,81.3
GA-111,"Fannin County",74.9,98,1.1,73.8
GA-113,"Fayette County",80.7,106,1.8,78.9
GA-115,"Floyd County",79.9,93,0.9,79
GA-117,"Forsyth County",78.7,100,1.3,77.4
GA-119,"Franklin County",80.7,106,2.0,78.7
GA-121,"Fulton County",80.3,106,1.9,78.4
GA-123,"Gilmer County",75.5,88,0.7,74.8
GA-125,"Glascock County",81.8,107,1.9,79.9
GA-127,"Glynn County",83.7,122,2.4,81.3
GA-129,"Gordon County",80.1,97,1.2,78.9
GA-131,"Grady County",81.6,97,1.1,80.5
GA-133,"Greene County",82.2,116,2.5,79.7
GA-135,"Gwinnett County",79.9,104,1.7,78.2
GA-137,"Habersham County",78.2,108,2.1,76.1
GA-139,"Hall County",79.2,105,1.6,77.6
GA-141,"Hancock County",82.2,111,2.1,80.1
GA-143,"Haralson County",78.7,103,1.7,77
GA-145,"Harris County",80.5,103,1.5,79
GA-147,"Hart County",81.0,113,2.4,78.6
GA-149,"Heard County",80.4,111,2.2,78.2
GA-151,"Henry County",81.3,110,2.0,79.3
GA-153,"Houston County",82.3,108,1.8,80.5
GA-155,"Irwin County",82.1,113,1.6,80.5
GA-157,"Jackson County",80.5,105,1.7,78.8
GA-159,"Jasper County",82.9,124,3.6,79.3
GA-161,"Jeff Davis County",83.0,117,2.0,81
GA-163,"Jefferson County",82.1,111,2.1,80
GA-165,"Jenkins County",82.9,118,2.6,80.3
GA-167,"Johnson County",82.2,107,1.6,80.6
GA-169,"Jones County",82.8,121,2.9,79.9
GA-171,"Lamar County",81.3,115,2.4,78.9
GA-173,"Lanier County",81.6,95,1.0,80.6
GA-175,"Laurens County",81.9,88,0.9,81
GA-177,"Lee County",81.9,97,1.1,80.8
GA-179,"Liberty County",84.1,121,2.7,81.4
GA-181,"Lincoln County",82.0,108,1.8,80.2
GA-183,"Long County",84.0,120,2.6,81.4
GA-185,"Lowndes County",81.2,92,0.8,80.4
GA-187,"Lumpkin County",76.4,104,1.4,75
GA-189,"McDuffie County",82.0,113,2.2,79.8
GA-191,"McIntosh County",84.2,123,2.7,81.5
GA-193,"Macon County",81.7,106,1.5,80.2
GA-195,"Madison County",80.5,103,1.8,78.7
GA-197,"Marion County",80.4,96,0.9,79.5
GA-199,"Meriwether County",80.4,106,1.9,78.5
GA-201,"Miller County",82.1,96,1.0,81.1
GA-205,"Mitchell County",81.7,92,0.9,80.8
GA-207,"Monroe County",82.2,119,2.8,79.4
GA-209,"Montgomery County",82.5,103,1.3,81.2
GA-211,"Morgan County",82.5,123,3.1,79.4
GA-213,"Murray County",79.4,106,1.7,77.7
GA-215,"Muscogee County",81.4,102,1.3,80.1
GA-217,"Newton County",81.8,116,2.7,79.1
GA-219,"Oconee County",81.5,110,2.2,79.3
GA-221,"Oglethorpe County",81.3,107,2.0,79.3
GA-223,"Paulding County",79.8,105,1.8,78
GA-225,"Peach County",82.0,112,2.0,80
GA-227,"Pickens County",77.1,88,0.6,76.5
GA-229,"Pierce County",83.2,118,2.3,80.9
GA-231,"Pike County",80.8,109,1.9,78.9
GA-233,"Polk County",79.4,98,1.1,78.3
GA-235,"Pulaski County",82.1,96,1.2,80.9
GA-237,"Putnam County",83.1,121,3.2,79.9
GA-239,"Quitman County",80.8,82,0.4,80.4
GA-241,"Rabun County",75.4,111,2.1,73.3
GA-243,"Randolph County",80.7,84,0.6,80.1
GA-245,"Richmond County",83.4,120,3.0,80.4
GA-247,"Rockdale County",81.1,109,2.0,79.1
GA-249,"Schley County",80.8,97,1.0,79.8
GA-251,"Screven County",83.1,118,2.7,80.4
GA-253,"Seminole County",82.3,94,1.0,81.3
GA-255,"Spalding County",81.2,111,2.0,79.2
GA-257,"Stephens County",80.4,107,2.0,78.4
GA-259,"Stewart County",80.6,87,0.6,80
GA-261,"Sumter County",81.3,98,1.0,80.3
GA-263,"Talbot County",80.6,102,1.5,79.1
GA-265,"Taliaferro County",81.9,114,2.2,79.7
GA-267,"Tattnall County",83.6,116,2.2,81.4
GA-269,"Taylor County",81.1,104,1.5,79.6
GA-271,"Telfair County",82.4,100,1.3,81.1
GA-273,"Terrell County",81.3,92,0.9,80.4
GA-275,"Thomas County",81.3,94,1.0,80.3
GA-277,"Tift County",81.2,91,0.9,80.3
GA-279,"Toombs County",83.1,114,1.8,81.3
GA-281,"Towns County",74.3,108,1.9,72.4
GA-283,"Treutlen County",82.2,94,1.2,81
GA-285,"Troup County",80.5,104,1.7,78.8
GA-287,"Turner County",81.4,102,1.3,80.1
GA-289,"Twiggs County",82.4,106,1.8,80.6
GA-291,"Union County",74.3,106,1.5,72.8
GA-293,"Upson County",81.1,107,2.0,79.1
GA-295,"Walker County",79.9,114,2.2,77.7
GA-297,"Walton County",81.1,111,2.2,78.9
GA-299,"Ware County",82.6,108,1.9,80.7
GA-301,"Warren County",81.7,110,2.0,79.7
GA-303,"Washington County",82.2,107,1.7,80.5
GA-305,"Wayne County",83.5,119,2.5,81
GA-307,"Webster County",80.5,82,0.6,79.9
GA-309,"Wheeler County",82.3,90,1.0,81.3
GA-311,"White County",77.0,106,1.9,75.1
GA-313,"Whitfield County",80.8,115,2.4,78.4
GA-315,"Wilcox County",82.0,102,1.4,80.6
GA-317,"Wilkes County",81.8,112,2.1,79.7
GA-319,"Wilkinson County",82.5,104,1.7,80.8
GA-321,"Worth County",81.3,92,1.0,80.3
ID-001,"Ada County",73.5,45,-0.7,74.2
ID-003,"Adams County",64.8,50,-0.4,65.2
ID-005,"Bannock County",67.5,47,-0.5,68
ID-007,"Bear Lake County",62.5,49,-0.3,62.8
ID-009,"Benewah County",64.5,63,0.2,64.3
ID-011,"Bingham County",66.9,34,-1.0,67.9
ID-013,"Blaine County",64.4,44,-0.5,64.9
ID-015,"Boise County",64.2,37,-1.0,65.2
ID-017,"Bonner County",63.2,66,0.3,62.9
ID-019,"Bonneville County",63.7,36,-0.8,64.5
ID-021,"Boundary County",61.4,71,0.7,60.7
ID-023,"Butte County",64.6,34,-1.1,65.7
ID-025,"Camas County",63.5,68,0.5,63
ID-027,"Canyon County",73.3,41,-0.8,74.1
ID-029,"Caribou County",63.4,37,-0.7,64.1
ID-031,"Cassia County",68.8,53,-0.1,68.9
